"id_dim_dechet","GROUPE DE DECHETS","SOUS-GROUPE DE DECHETS","DESCRIPTION PHYSIQUE","CATEGORIE","FAMILLE IN"
5057,"Déchets divers",NA,"Paratonnerres à l'américium(1 fût de 200 litres)","FA-VL","F6-9-04"
5058,"Déchets divers",NA,"Paratonnerres au radium(1 fût de 200 litres)","FA-VL","F6-9-02"
5059,"Déchets du procédé TWIN","Boues de VALDUC","Boues de VALDUC - 4C(12 m3 - 1 t - 60 unite)","FMA-VC","F3-7-05"
5060,"Déchets du procédé TWIN","Boues de VALDUC","Boues de Valduc - Refus de tamis(0,3 m3 - 1 t - 2 unite)","AUTRES","DSF"
5061,"Déchets du procédé TWIN","Boues de VALDUC","Déchets métalliques(1,35 m3 - 1 t )","TFA","TFA"
5062,"Déchets du procédé TWIN","Boues de VALDUC","Déchets technologiques(11,2 m3 - 0,67 t - 48 unite)","FA-VL","DIV9"
5063,"Déchets du procédé TWIN","Boues Grenoble","Boues de Grenoble - Boues non traitées(0,06 m3 - 4 t - 2 unite)","FMA-VC","F3-7-05"
5064,"Déchets du procédé TWIN","Boues Grenoble","Boues de Grenoble - Colis 4C(14,4 m3 - 1 t - 72 unite)","FMA-VC","F3-7-05"
5065,"Déchets du procédé TWIN","Boues Grenoble","Boues Grenoble - Refus de tamis(0,2 m3 - 1 t - 1 unite)","AUTRES","DSF"
5066,"Déchets du procédé TWIN","Boues Grenoble","Déchets technologiques(1 m3 - 0,33 t )","TFA","TFA"
5067,"Déchets du procédé TWIN","Boues OSIRIS","Boues OSIRIS - 4C(2,6 m3 - 4 t - 13 unite)","FMA-VC","F3-7-05"
5068,"Déchets du procédé TWIN","Cendres PICC","Cendres PICC - Colis 4C(30,6 m3 - 4 t unite)","FMA-VC","F3-7-05"
5069,"Déchets du procédé TWIN","Cendres PICC","Déchets technologiques(4,36 m3 - 0,33 t - 10 unite)","TFA","TFA"
5070,"Déchets du procédé TWIN","Terres de Cadarache","Terres de Cadarache - 4C(6,4 m3 - 4 t - 32 unite)","FMA-VC","F3-7-05"
5071,"Déchets EDF ","Déchets sans filière","Cendres   limaille(1 m3 - 1 t - 5 unite)","AUTRES","DSF"
5072,"Déchets EDF ","Machines à démanteler (preced, seth 200, supercompacteur, OMIN 801)","Déchets métalliques et déchets tecchnologiques (flexibles HP et BP)(30 m3 - 1 t unite)","TFA","TFA"
5073,"Déchets EDF ","Machines obsolètes","Ferrailles (12 m3 - 0,17 t unite)","FMA-VC","F3-7-02"
5074,"Déchets EDF ","SOCODEI","Déchets bois(7,4 m3 - 0,08 t - 37 unité)","FMA-VC","F3-7-01"
5075,"Déchets EDF ","SOCODEI","Déchets métalliques(69,25 m3 - 1 t - 25 unité)","TFA","TFA"
5076,"Déchets EDF ","SOCODEI","Poussière(0,6 m3 - 1 t - 3 unité)","TFA","TFA"
5077,"Déchets EDF - CHINON",NA,"Déchets bois(3 m3 - 1 t unite)","TFA","TFA"
5078,"Déchets EDF - CHINON",NA,"Déchets inertes(6 m3 - 1 t unite)","TFA","TFA"
5079,"Déchets EDF - CHINON",NA,"Déchets interdits(12,33 m3 - 1 t - 11 unité)","TFA","TFA"
5080,"Déchets EDF - CHINON",NA,"Déchets métalliques(2,97 m3 - 1 t unite)","TFA","TFA"
5081,"Déchets EDF - CHINON",NA,"Déchets technologiques(16 m3 - 0,33 t - 16 unite)","TFA","TFA"
5082,"Déchets EDF UTO",NA,"Effluents(2,6 m3 - 1 t - 13 unite)","FMA-VC","F3-7-01"
5083,"Déchets MELOX",NA,"Déchets technologiques FA - Chiffonnettes(0,48 m3 - 0,67 t - 4 unite)","FA-VL","DIV9"
5084,"Déchets MELOX",NA,"Fûts de copeaux   rebuts d'uranium appauvri(8,52 m3 - 1,66 t - 71 unite)","MA-VL","DIV2"
5085,"Déchets MELOX",NA,"Huiles(0,68 m3 - 0,08 t - 5 unite)","FA-VL","DIV9"
5086,"Déchets NEXTER",NA,"Béton - Déchets inertes(3 m3 - 1 t - 16 unite)","TFA","TFA"
5087,"Déchets NEXTER",NA,"Déchets métalliques(38,65 m3 - 1 t unite)","TFA","TFA"
5088,"Déchets NEXTER",NA,"Déchets technologiques FA(3,32 m3 - 0,67 t )","FMA-VC","F3-01"
5089,"Déchets NEXTER",NA,"Déchets technologiques(5,84 m3 - 0,33 t unite)","TFA","TFA"
5090,"Déchets NEXTER",NA,"Effluents(8,4 m3 - 0,08 t unite)","FMA-VC","F3-7-01"
5091,"Déchets NEXTER",NA,"Fûts de copeaux et rebuts d'uranium appauvri bloqués(5 m3 - 3 t - 25 unite)","MA-VL","DIV2"
5092,"Déchets pour le compte de AREVA NC",NA,"Déchets solides (métalliques) ","TFA","TFA"
5093,"Déchets pour le compte de COMURHEX",NA,"Ferrailles ","TFA","TFA"
5094,"Déchets pour le compte de DGA/BOURGES",NA,"Déchets solides ","TFA","TFA"
5095,"Déchets pour le compte de DGA/BOURGES",NA,"Ferrailles ","TFA","TFA"
5096,"Déchets pour le compte de DGA/GRAMAT",NA,"Boues à 10Bq/g ","TFA","TFA"
5097,"Déchets pour le compte de DGA/GRAMAT",NA,"Déchets solides ","TFA","TFA"
5098,"Déchets pour le compte de DGA/GRAMAT",NA,"Ferrailles ","TFA","TFA"
5099,"Déchets pour le compte de EURODIF et SET",NA,"Alumines (12Q, 13Q, 56L)(5,2 m3 - 1 t )","TFA","TFA"
5100,"Déchets pour le compte de l'ANDRA",NA,"Déchets solides ","FMA-VC","F3-7-01"
5101,"Déchets pour le compte de l'ANDRA",NA,"Effluents liquides(1 cuve)","FMA-VC","F3-7-01"
5102,"Déchets pour le compte de SET",NA,"Déchets solides ","TFA","TFA"
5103,"Déchets pour le compte de SET",NA,"Huile Fomblin(1 m3 - 1 t )","AUTRES","DSF"
5104,"Déchets pour le compte de SICN",NA,"Boues (4I) ","FMA-VC","F3-1-03"
5105,"Déchets pour le compte de SICN",NA,"Déchets solides (ferrailles) ","TFA","TFA"
5106,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Alubril (21D)(9 fûts 200l)","FMA-VC","DIV3"
5107,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Boues > 500 Bq/g  (12Q, 13Q, 56L)(9,7 m3 - 1 t )","FMA-VC","DIV3"
5108,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Boues 4I ","FMA-VC","F3-1-03"
5109,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Boues à 10 Bq/g ","TFA","TFA"
5110,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Boues B13-B14 (03C)(16,8 m3 - 1 t )","FMA-VC","DIV3"
5111,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Boues T600 (26E, 12Q, 13Q)(6,5 m3 - 1 t )","AUTRES","DSF"
5112,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Compactables FA (12Q, 13Q, 60G)(1,2 m3 - 1 t )","FMA-VC","DIV3"
5113,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Compactables humides TCE/PCE (43E) ","TFA","TFA"
5114,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Décapant TURCO SMUT GO (contient de lHF) (10X)(5,3 m3 - 1 t )","FMA-VC","DIV3"
5115,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Déchets solides ","TFA","TFA"
5116,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"DEEE (11D) ","TFA","TFA"
5117,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Dépôts FNa (04C)(1,5 m3 - 1 t )","TFA","TFA"
5118,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"DIV Boues > FA ","FA-VL","DIV9"
5119,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Effluents sulfochromiques (56L)(0,4 m3 - 1 t - 2 fûts)","FMA-VC","DIV3"
5120,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Emulsifs (35D)(6 m3 - 1 t - 18 fûts)","FMA-VC","DIV3"
5121,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Gravats historiques pollués au Cobalt (12Q, 13Q)(1,6 m3 - 1 t )","TFA","TFA"
5122,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Huiles (35D) ","FMA-VC","DIV3"
5123,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Huiles (35D)(7,8 m3 - 1 t )","FMA-VC","DIV3"
5124,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Liquides arseniés (35D, 44D)(3,8 m3 - 1 t - 18 fûts)","TFA","TFA"
5125,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Poussières > 500 Bq/g + Dépots ((12Q, 13Q, 56L, 30P)(5,8 m3 - 1 t - 98 contenants)","FA-VL","DIV9"
5126,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"""Solvants """"simples"""" : finasol, techsolv + Alcool (35D)(15 m3 - 1 t )""","FMA-VC","DIV3"
5127,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Solvants (35D + PST) ","FMA-VC","DIV3"
5128,"Déchets pour le compte d'EURODIF PRODUCTION",NA,"Solvants fluorés (35D)(24,4 m3 - 1 t - 28 fûts)","AUTRES","DSF"
5129,"Déchets pour le compte d'EURODIF SA",NA,"Boues (4I) ","FMA-VC","DIV3"
5130,"Déchets pour le compte d'EURODIF SA",NA,"Boues à 10 Bq/g ","TFA","TFA"
5131,"Déchets pour le compte d'EURODIF SA",NA,"Boues SHIPLEY à forte teneur en nickel (03C)(6,9 m3 - 0,92753623188406 t - 32 fûts 200l)","AUTRES","DSF"
5132,"Déchets pour le compte d'EURODIF SA",NA,"Déchets solides ","TFA","TFA"
5133,"Déchets pour le compte d'EURODIF SA",NA,"DIV Boues > FA ","FA-VL","DIV9"
5134,"Déchets pour le compte d'EURODIF SA",NA,"DIV déchets mercuriels (35D)(19 touries 30l)","AUTRES","DSF"
5135,"Déchets SICN Annecy",NA,"Déchets Uapp(2,4 m3 - 1 t - 12 unite)","FA-VL","DIV9"
5136,"Déchets ST300",NA,"Déchets métalliques(20 m3 - 1 t - 4 unite)","TFA","TFA"
5137,"Déchets ST300",NA,"Déchets technologiques(19 m3 - 0,33 t unite)","TFA","TFA"
5138,"Déchets ST400",NA,"Déchets métalliques(35,45 m3 - 1 t unite)","TFA","TFA"
5139,"Déchets ST400",NA,"Déchets technologiques(19 m3 - 0,33 t unite)","TFA","TFA"
5140,"Déchets STMI",NA,"Boues de laveries(0,8 m3 - 0,08 t - 4 unite)","FMA-VC","F3-7-01"
5141,"Déchets STMI",NA,"Cartouches filtrantes(0,66 m3 - 1 t - 3 unite)","TFA","TFA"
5142,"Déchets STMI",NA,"Déchets bois (0,6 m3 - 1 t - 3 unite)","TFA","TFA"
5143,"Déchets STMI",NA,"Déchets inertes(5 m3 - 1 t unite)","TFA","TFA"
5144,"Déchets STMI",NA,"Déchets métalliques(103,9 m3 - 1 t unite)","TFA","TFA"
5145,"Déchets STMI",NA,"Déchets plomb(7 m3 - 1 t - 10 unite)","TFA","TFA"
5146,"Déchets STMI",NA,"Déchets sans filiére-acide phosphorique cristallisé(0,12 m3 - 1 t unite)","AUTRES","DSF"
5147,"Déchets STMI",NA,"Déchets sans filiére-acides mélangés(0,2 m3 - 1 t unite)","AUTRES","DSF"
5148,"Déchets STMI",NA,"Déchets sans filiere-Piles batteries(0,4 m3 - 2 t unite)","AUTRES","DSF"
5149,"Déchets STMI",NA,"Déchets technologiques(13,32 m3 - 0,084 t - 111 unite)","FMA-VC","F3-7-01"
5150,"Déchets STMI",NA,"Déchets technologiques(23 m3 - 1 t - 21 unite)","TFA","TFA"
5151,"Déchets STMI",NA,"Déchets technologiques(32,2 m3 - 0,1 t unite)","FMA-VC","F3-01"
5152,"Déchets STMI",NA,"Déchets technologiques(9 m3 - 0,33 t unite)","TFA","TFA"
5153,"Déchets STMI",NA,"Divers(7,2 m3 - 1 t - 36 unite)","TFA","TFA"
5154,"Déchets STMI",NA,"Effluents Centraco(1,8 m3 unite)","FMA-VC","F3-7-01"
5155,"Déchets STMI",NA,"Effluents de laverie (perchlo + eau)(0,8 m3 - 0,08 t /)","FMA-VC","F3-7-01"
5156,"Déchets STMI",NA,"Effluents(12 m3 unite)","FMA-VC","F3-4-03"
5157,"Déchets STMI",NA,"Filtres installation(16,64 m3 - 0,33 t )","TFA","TFA"
5158,"Déchets STMI",NA,"Huile(4,4 m3 - 22 unite)","FMA-VC","F3-7-01"
5159,"Déchets STMI",NA,"Poussiéres TFA(5,2 m3 - 1 t unite)","TFA","TFA"
5160,"EDF - Tricastin",NA,"Déchets métalliques(24,93 m3 - 1 t )","TFA","TFA"
5161,"EDF - Tricastin",NA,"Déchets solides(1,6 m3 - 1 t - 8 unite)","TFA","TFA"
5162,"EDF - Tricastin",NA,"Déchets technologiques - FA(12,8 m3 - 0,084 t )","FMA-VC","F3-7-01"
5163,"EDF - Tricastin",NA,"Huiles(0,6 m3 - 0,08 t - 3 unite)","FMA-VC","F3-7-01"
5164,"EMCC",NA,"Plomb(0,67 m3 - 1 t - 1 unite)","TFA","TFA"
5165,"FBFC Roman",NA,"Boues(2,52 m3 - 0,69 t unite)","TFA","TFA"
5166,"FBFC Roman",NA,"Déchets béton(0,6 m3 - 1 t )","TFA","TFA"
5167,"FBFC Roman",NA,"Déchets technologiques(2 m3 - 0,33 t - 2 unite)","TFA","TFA"
5168,"Générateur radon de FANAY",NA,"Pâte uranifaire(1,5 m3 - 1 t - 1 unite)","FA-VL","DIV9"
5169,"SOCATRI",NA,"Déchets technologiques conditionnés TFA(2 m3 - 0,33 t - 2 unite)","TFA","TFA"
5170,"SOCATRI",NA,"Déchets technologiques non conditionnés TFA(1,2 m3 - 0,33 t - 2 unite)","TFA","TFA"
5171,"SOCATRI",NA,"Matériel(1 m3 - 1 t - 1 unite)","TFA","TFA"
5172,"SRA",NA,"Déchets métalliques(21,25 m3 - 1 t - 10 unité)","TFA","TFA"
5173,"STMI UTM",NA,"Déchets interdits(0,36 m3 - 1 t - 3 unité)","AUTRES","DSF"
5174,"STMI UTM",NA,"Déchets technologiques(0,72 m3 - 0,08 t - 6 unité)","FMA-VC","F3-7-01"
5175,"STMI UTM",NA,"Métal P(10,66 m3 - 1 t )","TFA","TFA"
5176,"TNI",NA,"Déchets métalliques ORCADE(0,2 m3 - 1 t - 1 unité)","TFA","TFA"
5177,"TNI",NA,"Déchets technologiques FA(0,4 m3 - 0,2 t - 2 unite)","FMA-VC","F3-4-01"
5178,"TNI",NA,"Déchets technologiques MTR(0,708 m3 - 0,2 t - 6 unité)","FMA-VC","F3-4-01"
5179,"TNI",NA,"Déchets technologiques TFA(8 m3 - 0,33 t - 8 unite)","TFA","TFA"
5180,"Résidus de fabrication.",NA,"Silicates de soude traités à la chaux renfermant les radionucléides des chaînes naturelles du thorium et de l'uranium (chaînes de 232Th,  238U,  235U). unite","AUTRES","DSH"
5181,"déchets technologiques",NA,"TH232, 136 kg de ZT1(1,5 m3 - 1 t )","FA-VL","DIV9"
5182,"déchets technologiques",NA,"TH232, 21.6 de TZ6(0,5 m3 - 1 t )","FA-VL","DIV9"
5183,"matériel terrestre","Élément radio luminescent","matériel d'environnement(0,36 m3 - 1 t )","TFA","TFA"
5184,"matériel terrestre","Élément radio luminescent","matériel terrestre(1 m3 - 1 t )","AUTRES","S02"
5185,"Déchets métalliques",NA,"Solide et stable(0,227 m3 - 1 t )","TFA","TFA"
5186,"Déchets technologiques (Frottis, gants..)",NA,"Solide et stable(0,04 m3 - 0,33 t )","TFA","TFA"
5187,"Résines échangeuses d'ions",NA,"Solide et stable(0,25 m3 - 1 t )","TFA","TFA"
5189,"Mine à ciel ouvert",NA," Résidus de lixiviation en tas  ","AUTRES","RTMU"
5190,"Déchets  conditionnés",NA,"Déchets fioles a scintillation(0,6 m3 - 0,063 t )","FMA-VC","F3-7-01"
5191,"Déchets  conditionnés",NA,"Déchets liquide aqueux(1,53 m3 )","FMA-VC","F3-7-01"
5192,"Déchets  conditionnés",NA,"Déchets solides incinérables(1,2 m3 - 0,084 t )","FMA-VC","F3-7-01"
5193,"Déchets en attente de conditonnement",NA,"Déchets solides incinérables(8,4 m3 - 0,025 t )","FMA-VC","F3-7-01"
5194,"Déchets en décroissance",NA,"Déchets contaminés par radioéléments de périodes courtes.(19,5 m3 - 1 t )","VTC","DGD"
5197,"Déchets de Moyenne Activité à Vie Longue entreposés en piscine",NA,"Grappes (autres que source)(73 unités)","MA-VL","F2-2-03"
5198,"Déchets de Moyenne Activité à Vie Longue entreposés en piscine",NA,"Grappes sources(1 unités)","AUTRES","S01"
5199,"Déchets de Moyenne Activité à Vie Longue entreposés en piscine",NA,"Pièces métalliques diverses(5 unités)","MA-VL","F2-2-03"
5200,"Déchets de Moyenne Activité à Vie Longue entreposés en piscine",NA,"Squelettes d'assemblage combustible(16 unités)","MA-VL","F2-2-03"
5201,"Déchets de Moyenne Activité à Vie Longue entreposés en piscine",NA,"Têtes de grappes (toutes)(12 étuis)","MA-VL","F2-2-03"
5204,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Caissons métalliques de 1 m3(3 CM1M3)","FMA-VC","F3-7-02"
5209,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Casiers de 2,66 m3(4 CA2)","TFA","TFA"
5210,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Coques béton de 1,2 m3(11 C4)","FMA-VC","F3-2-05"
5212,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Coques béton de 2 m3(88 C1)","FMA-VC","F3-2-03"
5214,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Fûts métalliques de 200 litres(4 F1)","FMA-VC","F3-7-01"
5216,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Fûts plastiques de 200 litres(121 F6)","FMA-VC","F3-7-01"
5257,NA,NA,"DIV6-07 (0,001m3)","FA-VL","DIV6"
5262,NA,NA,"S01 (0,0025m3)","AUTRES","S01"
5271,"Bassin de LAVAUGRASSE ",NA,"a) Résidus de traitement de minerais provenant de l'usine  ","AUTRES","RTMU"
5272,"Bassin de LAVAUGRASSE ",NA,"b) Résidus de lixiviation en tas de minerais pauvres de la Croix-du-Breuil, utilisés comme matériaux de couverture (cf. fiche LIM 5 du rapport 1995 de l'Observatoire)  ","AUTRES","RTMU"
5273,"Bassin de LAVAUGRASSE ",NA,"c) Résidus de lixiviation en tas de la verse de Brugeaud, utilisés comme matériaux de couverture [activité incluse dans 3.b]  ","AUTRES","RTMU"
5274,"Bassin de LAVAUGRASSE ",NA,"d) Résidus de traitement de minerais provenant de l'usine du Bouchet  ","AUTRES","RTMU"
5275,"Bassin de LAVAUGRASSE ",NA,"e) Boues de traitement des eaux de la station du site et des stations implantées sur la Division de la Crouzille (1 ensemble de boues)","AUTRES","RTMU"
5276,"Mine à ciel ouvert (MCO)",NA,"Résidus de lixiviation en tas  ","AUTRES","RTMU"
5277,"Mine à ciel ouvert (MCO)",NA,"Résidus de traitement de minerais  ","AUTRES","RTMU"
5279,"Mine à ciel ouvert (MCO) du BRUGEAUD",NA,"a) Résidus de traitement de minerais provenant de l'usine  ","AUTRES","RTMU"
5280,"Mine à ciel ouvert (MCO) du BRUGEAUD",NA,"b) Produits de démantèlement de l'usine [activité incluse dans 1.a](1 ensemble)","AUTRES","DSH"
5281,"Mine à ciel ouvert (MCO) du BRUGEAUD",NA,"c) Résidus de lixiviation en tas de la verse du Brugeaud, utilisés comme matériaux de couverture  ","AUTRES","RTMU"
5282,"Mine à ciel ouvert (MCO) du BRUGEAUD",NA,"d) Résidus de traitement de minerais provenant de l'usine du Bouchet  ","AUTRES","RTMU"
5283,"Stockage des curages des lacs de St Pardoux,de la Crouzille, de Bellezan et de Pontabrier",NA,"Sédiments ","AUTRES","RTMU"
5284,"Verses ",NA,"a) Résidus de lixiviation en tas de minerais pauvres, au sud de la route de Lavaugrasse  ","AUTRES","RTMU"
5285,"Verses ",NA,"b) Résidus de lixiviation en tas d'une partie de la verse du Brugeaud, au nord de la route de Lavaugrasse  ","AUTRES","RTMU"
5286,"Verses ",NA,"c) Terres et gravats provenant du démantèlement de l'usine du Bouchet  ","AUTRES","DSH"
5287,"Verses ",NA,"d) Ferrailles provenant du démantèlement de l'usine du Bouchet  ","AUTRES","DSH"
5288,"Verses ",NA,"e) Fûts de déchets de très faible activité (vinyle, chiffons, cotons, gravats, béton, sépiolites, granules d'alumine) provenant du site de Pierrelatte et contaminés en uranium [activité en uranium 238 << 0,01 TBq]  (18048 fûts)","AUTRES","DSH"
5289,"Fosses à stériles de MARGNAC 1 et MARGNAC 2",NA,"Fûts vides écrasés ; quantité : 88 068 fûts  ","AUTRES","DSH"
5290,"Verse à stériles 141 de PENY",NA,"Fûts vides écrasés ; quantité : 88 082 fûts  ","AUTRES","DSH"
5291,"Alvéoles de stockage",NA,"a) Résidus de traitement de minerais, et résidus de traitement de boues en provenance de Bertholène  ","AUTRES","RTMU"
5292,"Alvéoles de stockage",NA,"b) Résidus de traitement de minerais d'uranium et de thorium [tonnage inclus dans 1.a].
Ces minerais non traités par l'usine du Bouchet étaient initialement entreposés sur le site du SEPA à Bessines-sur-Gartempe (cf. fiche LIM 2 de l'édition 1996 et fiche LIM 7 de l'édition 1999)(1 ensemble de résidus)","AUTRES","RTMU"
5293,"Alvéoles de stockage",NA,"c) Produits de démantèlement de l'usine  ","AUTRES","DSH"
5294,"Alvéoles de stockage",NA,"d) Résidus de lixiviation en tas  ","AUTRES","RTMU"
5295,"Alvéoles de stockage",NA,"e) Boues de traitement des eaux de la station du site  ","AUTRES","RTMU"
5300,NA,NA,"FPA: paratonnerre à l'américium (0,25m3)","MA-VL","DIV2"
5302,NA,NA,"S04 (0,594m3)","AUTRES","S04"
5305,"Mine à ciel ouvert de FANAY B",NA,"Fûts vides écrasés (400 m3 )","AUTRES","DSH"
5311,"Déchets",NA,"Déchets divers (fer, laiton, acier inoxydable, caoutchouc), correspondant à une masse de 5 à 10 tonnes. ","AUTRES","DSH"
5312,"Déchets radioactifs conditionnés et entreposés dans les installations",NA,"Déchets alpha tritiés(118 fûts de)","FMA-VC","F4-6-02"
5313,"Déchets radioactifs conditionnés et entreposés dans les installations",NA,"Déchets divers (métalliques et non métalliques) contaminés en uranium appauvri(249 fûts de 200 litres)","TFA","TFA"
5314,"Déchets radioactifs conditionnés et entreposés dans les installations",NA,"Déchets FA non compactables(278 Fût de 100 et 200 L)","FMA-VC","F3-6-03"
5315,"Déchets radioactifs conditionnés et entreposés dans les installations",NA,"Déchets FA-MA Tritiés(300 Futs de 200L)","FMA-VC","F4-6-01"
5316,"Déchets radioactifs conditionnés et entreposés dans les installations",NA,"Déchets incinérables(14 m3 - 1 t )","FMA-VC","F3-7-01"
5317,"Déchets radioactifs conditionnés et entreposés dans les installations",NA,"Déchets MA-VL à évacuer vers Cadarache pour conditionnement puis entreposage CEDRA(33 fûts de 100 litres)","MA-VL","F2-5-07"
5318,"Déchets radioactifs conditionnés et entreposés dans les installations",NA,"Déchets métalliques contaminés(164 caisses)","TFA","TFA"
5319,"Déchets radioactifs conditionnés et entreposés dans les installations",NA,"Déchets technologiques compactables CSFMA(153 fûts de 200 litres)","FMA-VC","F3-01"
5320,"Déchets radioactifs conditionnés et entreposés dans les installations",NA,"Déchets TFA conditionnés en big-bags(155 big-bags de 1 m3)","TFA","TFA"
